---------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
Name                                CPU time        CUDA time            Calls        CPU total       CUDA total
---------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
conv2d                             518.875us      58656.991us                1        518.875us      58656.991us
convolution                        472.347us      58634.402us                1        472.347us      58634.402us
_convolution                       439.676us      58617.441us                1        439.676us      58617.441us
contiguous                          30.143us         18.240us                1         30.143us         18.240us
empty                               22.816us         22.528us                1         22.816us         22.528us
cudnn_convolution                  298.525us      58506.529us                1        298.525us      58506.529us
threshold_                         128.831us      28982.079us                1        128.831us      28982.079us
max_pool2d_with_indices            153.567us      33900.002us                1        153.567us      33900.002us
conv2d                             455.676us      92817.764us                1        455.676us      92817.764us
convolution                        416.892us      92816.490us                1        416.892us      92816.490us
_convolution                       387.324us      92815.331us                1        387.324us      92815.331us
contiguous                          15.424us          0.481us                1         15.424us          0.481us
empty                               21.215us          0.641us                1         21.215us          0.641us
cudnn_convolution                  273.310us      92811.203us                1        273.310us      92811.203us
threshold_                          75.136us      14392.334us                1         75.136us      14392.334us
max_pool2d_with_indices             83.615us      17028.290us                1         83.615us      17028.290us
conv2d                             347.997us      63165.009us                1        347.997us      63165.009us
convolution                        319.485us      63163.971us                1        319.485us      63163.971us
_convolution                       290.429us      63162.720us                1        290.429us      63162.720us
contiguous                          13.664us          0.610us                1         13.664us          0.610us
empty                               18.752us          0.641us                1         18.752us          0.641us
cudnn_convolution                  187.870us      63158.554us                1        187.870us      63158.554us
threshold_                          58.783us       7145.081us                1         58.783us       7145.081us
conv2d                             453.468us      98580.658us                1        453.468us      98580.658us
convolution                        424.956us      98579.376us                1        424.956us      98579.376us
_convolution                       397.884us      98578.217us                1        397.884us      98578.217us
contiguous                          13.311us          0.610us                1         13.311us          0.610us
empty                               16.736us          0.641us                1         16.736us          0.641us
cudnn_convolution                  301.501us      98574.066us                1        301.501us      98574.066us
threshold_                          71.487us       7193.726us                1         71.487us       7193.726us
max_pool2d_with_indices             77.567us       8584.839us                1         77.567us       8584.839us
conv2d                             327.005us      48821.594us                1        327.005us      48821.594us
convolution                        297.885us      48820.312us                1        297.885us      48820.312us
_convolution                       270.910us      48819.031us                1        270.910us      48819.031us
contiguous                          13.600us          0.519us                1         13.600us          0.519us
empty                               17.120us          0.641us                1         17.120us          0.641us
cudnn_convolution                  174.590us      48814.850us                1        174.590us      48814.850us
threshold_                          53.888us       3580.017us                1         53.888us       3580.017us
conv2d                             318.525us      83451.385us                1        318.525us      83451.385us
convolution                        290.621us      83450.226us                1        290.621us      83450.226us
_convolution                       264.061us      83448.975us                1        264.061us      83448.975us
contiguous                          13.568us          0.641us                1         13.568us          0.641us
empty                               16.576us          0.610us                1         16.576us          0.610us
cudnn_convolution                  172.062us      83444.885us                1        172.062us      83444.885us
threshold_                          52.031us       3559.021us                1         52.031us       3559.021us
max_pool2d_with_indices             69.375us       4481.567us                1         69.375us       4481.567us
conv2d                             320.956us      25824.951us                1        320.956us      25824.951us
convolution                        293.598us      25823.669us                1        293.598us      25823.669us
_convolution                       267.166us      25822.571us                1        267.166us      25822.571us
contiguous                          14.112us          0.610us                1         14.112us          0.610us
empty                               17.664us          0.610us                1         17.664us          0.610us
cudnn_convolution                  172.926us      25818.726us                1        172.926us      25818.726us
threshold_                          52.096us        860.352us                1         52.096us        860.352us
conv2d                             324.765us      25887.512us                1        324.765us      25887.512us
convolution                        297.181us      25886.414us                1        297.181us      25886.414us
_convolution                       271.261us      25885.132us                1        271.261us      25885.132us
contiguous                          14.112us          0.671us                1         14.112us          0.671us
empty                               16.224us          0.610us                1         16.224us          0.610us
cudnn_convolution                  178.110us      25881.287us                1        178.110us      25881.287us
threshold_                          54.815us        860.779us                1         54.815us        860.779us
max_pool2d_with_indices             66.783us       1121.887us                1         66.783us       1121.887us
view                                40.928us          0.610us                1         40.928us          0.610us
unsigned short                      32.960us          0.610us                1         32.960us          0.610us
addmm                              154.238us      16648.132us                1        154.238us      16648.132us
threshold_                          64.160us         36.743us                1         64.160us         36.743us
dropout                            128.511us         62.378us                1        128.511us         62.378us
_fused_dropout                      92.831us         61.157us                1         92.831us         61.157us
unsigned short                      29.151us          0.610us                1         29.151us          0.610us
addmm                              124.191us       2721.497us                1        124.191us       2721.497us
threshold_                          59.552us         36.316us                1         59.552us         36.316us
dropout                             99.583us         58.228us                1         99.583us         58.228us
_fused_dropout                      67.584us         56.946us                1         67.584us         56.946us
unsigned short                      27.264us          0.671us                1         27.264us          0.671us
addmm                               92.095us        746.399us                1         92.095us        746.399us
