---------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
Name                                CPU time        CUDA time            Calls        CPU total       CUDA total
---------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
conv2d                             449.819us      58541.311us                1        449.819us      58541.311us
convolution                        407.612us      58520.160us                1        407.612us      58520.160us
_convolution                       378.621us      58503.681us                1        378.621us      58503.681us
contiguous                          16.864us         16.928us                1         16.864us         16.928us
empty                               21.343us         22.048us                1         21.343us         22.048us
cudnn_convolution                  262.654us      58408.511us                1        262.654us      58408.511us
threshold_                          94.559us      28572.800us                1         94.559us      28572.800us
max_pool2d_with_indices            105.951us      33804.802us                1        105.951us      33804.802us
conv2d                             446.556us      92749.634us                1        446.556us      92749.634us
convolution                        414.844us      92748.482us                1        414.844us      92748.482us
_convolution                       387.388us      92747.322us                1        387.388us      92747.322us
contiguous                          15.231us          0.610us                1         15.231us          0.610us
empty                               19.776us          0.610us                1         19.776us          0.610us
cudnn_convolution                  279.901us      92743.164us                1        279.901us      92743.164us
threshold_                          63.584us      14204.803us                1         63.584us      14204.803us
max_pool2d_with_indices             76.543us      17115.036us                1         76.543us      17115.036us
conv2d                             333.565us      61193.924us                1        333.565us      61193.924us
convolution                        305.309us      61192.352us                1        305.309us      61192.352us
_convolution                       279.133us      61191.208us                1        279.133us      61191.208us
contiguous                          13.984us          0.641us                1         13.984us          0.641us
empty                               18.688us          0.504us                1         18.688us          0.504us
cudnn_convolution                  179.614us      61187.042us                1        179.614us      61187.042us
threshold_                          55.840us       7103.699us                1         55.840us       7103.699us
conv2d                             322.333us      98501.129us                1        322.333us      98501.129us
convolution                        293.693us      98499.969us                1        293.693us      98499.969us
_convolution                       267.325us      98498.840us                1        267.325us      98498.840us
contiguous                          13.696us          0.641us                1         13.696us          0.641us
empty                               17.472us          0.641us                1         17.472us          0.641us
cudnn_convolution                  173.599us      98494.720us                1        173.599us      98494.720us
threshold_                          52.767us       7155.060us                1         52.767us       7155.060us
max_pool2d_with_indices             67.423us       8596.100us                1         67.423us       8596.100us
conv2d                             310.045us      48939.850us                1        310.045us      48939.850us
convolution                        282.398us      48938.568us                1        282.398us      48938.568us
_convolution                       256.766us      48937.286us                1        256.766us      48937.286us
contiguous                          13.696us          0.519us                1         13.696us          0.519us
empty                               16.128us          0.641us                1         16.128us          0.641us
cudnn_convolution                  164.478us      48933.228us                1        164.478us      48933.228us
threshold_                          65.472us       3560.638us                1         65.472us       3560.638us
conv2d                             309.757us      84756.165us                1        309.757us      84756.165us
convolution                        282.173us      84754.913us                1        282.173us      84754.913us
_convolution                       256.061us      84753.754us                1        256.061us      84753.754us
contiguous                          13.248us          0.641us                1         13.248us          0.641us
empty                               17.408us          0.488us                1         17.408us          0.488us
cudnn_convolution                  162.399us      84749.603us                1        162.399us      84749.603us
threshold_                          51.519us       3622.742us                1         51.519us       3622.742us
max_pool2d_with_indices             67.039us       4451.660us                1         67.039us       4451.660us
conv2d                             319.773us      25869.629us                1        319.773us      25869.629us
convolution                        291.742us      25868.408us                1        291.742us      25868.408us
_convolution                       265.470us      25867.188us                1        265.470us      25867.188us
contiguous                          13.888us          0.793us                1         13.888us          0.793us
empty                               17.376us          0.671us                1         17.376us          0.671us
cudnn_convolution                  171.230us      25863.220us                1        171.230us      25863.220us
threshold_                          53.056us        874.878us                1         53.056us        874.878us
conv2d                             314.397us      25853.333us                1        314.397us      25853.333us
convolution                        287.741us      25851.990us                1        287.741us      25851.990us
_convolution                       260.861us      25851.013us                1        260.861us      25851.013us
contiguous                          12.992us          0.671us                1         12.992us          0.671us
empty                               15.936us          0.488us                1         15.936us          0.488us
cudnn_convolution                  169.439us      25846.863us                1        169.439us      25846.863us
threshold_                          56.959us        861.145us                1         56.959us        861.145us
max_pool2d_with_indices             81.215us       1117.920us                1         81.215us       1117.920us
view                                43.200us          0.488us                1         43.200us          0.488us
unsigned short                      31.936us          0.671us                1         31.936us          0.671us
addmm                              170.943us      17438.721us                1        170.943us      17438.721us
threshold_                          66.528us         36.743us                1         66.528us         36.743us
dropout                            154.879us         59.631us                1        154.879us         59.631us
_fused_dropout                     117.599us         58.289us                1        117.599us         58.289us
unsigned short                      30.240us          0.610us                1         30.240us          0.610us
addmm                              104.031us       2732.605us                1        104.031us       2732.605us
threshold_                          59.455us         36.804us                1         59.455us         36.804us
dropout                            101.087us         60.303us                1        101.087us         60.303us
_fused_dropout                      68.543us         59.082us                1         68.543us         59.082us
unsigned short                      25.472us          0.610us                1         25.472us          0.610us
addmm                               91.167us        742.249us                1         91.167us        742.249us
