---------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
Name                                CPU time        CUDA time            Calls        CPU total       CUDA total
---------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
conv2d                         2002066.824us    2034231.345us                1    2002066.824us    2034231.345us
convolution                    2002009.160us    2034193.199us                1    2002009.160us    2034193.199us
_convolution                   2001948.040us    2034150.925us                1    2001948.040us    2034150.925us
contiguous                          18.208us         17.056us                1         18.208us         17.056us
empty                               20.416us         20.384us                1         20.416us         20.384us
cudnn_convolution              2001786.313us    2034030.984us                1    2001786.313us    2034030.984us
threshold_                         312.541us      16168.701us                1        312.541us      16168.701us
max_pool2d_with_indices          30693.391us      17767.334us                1      30693.391us      17767.334us
conv2d                         1205398.866us    1224801.758us                1    1205398.866us    1224801.758us
convolution                    1205317.202us    1224800.293us                1    1205317.202us    1224800.293us
_convolution                   1205268.531us    1224799.316us                1    1205268.531us    1224799.316us
contiguous                          22.112us          0.732us                1         22.112us          0.732us
empty                               27.231us          0.488us                1         27.231us          0.488us
cudnn_convolution              1205101.909us    1224795.166us                1    1205101.909us    1224795.166us
threshold_                         203.038us       7979.004us                1        203.038us       7979.004us
max_pool2d_with_indices            215.230us       9151.855us                1        215.230us       9151.855us
conv2d                         1065431.212us    1028731.689us                1    1065431.212us    1028731.689us
convolution                    1065378.156us    1028730.225us                1    1065378.156us    1028730.225us
_convolution                   1065337.549us    1028729.004us                1    1065337.549us    1028729.004us
contiguous                          22.176us          0.488us                1         22.176us          0.488us
empty                               35.327us          0.732us                1         35.327us          0.732us
cudnn_convolution              1065164.462us    1028725.098us                1    1065164.462us    1028725.098us
threshold_                         190.335us       3782.227us                1        190.335us       3782.227us
conv2d                          990468.708us    1008963.379us                1     990468.708us    1008963.379us
convolution                     990421.028us    1008962.402us                1     990421.028us    1008962.402us
_convolution                    990383.972us    1008961.426us                1     990383.972us    1008961.426us
contiguous                          20.384us          0.488us                1         20.384us          0.488us
empty                               33.408us          0.488us                1         33.408us          0.488us
cudnn_convolution               990220.038us    1008957.031us                1     990220.038us    1008957.031us
threshold_                         198.078us       4060.547us                1        198.078us       4060.547us
max_pool2d_with_indices            239.262us       4720.215us                1        239.262us       4720.215us
conv2d                         1119172.866us    1085159.180us                1    1119172.866us    1085159.180us
convolution                    1119115.522us    1085158.203us                1    1119115.522us    1085158.203us
_convolution                   1119075.458us    1085157.227us                1    1119075.458us    1085157.227us
contiguous                          21.727us          0.977us                1         21.727us          0.977us
empty                               32.224us          0.488us                1         32.224us          0.488us
cudnn_convolution              1118909.603us    1085153.320us                1    1118909.603us    1085153.320us
threshold_                         202.846us       1972.168us                1        202.846us       1972.168us
conv2d                         1395130.716us    1413189.453us                1    1395130.716us    1413189.453us
convolution                    1395070.365us    1413188.477us                1    1395070.365us    1413188.477us
_convolution                   1395024.893us    1413187.500us                1    1395024.893us    1413187.500us
contiguous                          20.096us          0.488us                1         20.096us          0.488us
empty                               33.791us          0.488us                1         33.791us          0.488us
cudnn_convolution              1394837.022us    1413183.594us                1    1394837.022us    1413183.594us
threshold_                         200.895us       1962.402us                1        200.895us       1962.402us
max_pool2d_with_indices            252.925us       2420.898us                1        252.925us       2420.898us
conv2d                          986754.580us     950108.398us                1     986754.580us     950108.398us
convolution                     986676.341us     950106.934us                1     986676.341us     950106.934us
_convolution                    986635.733us     950105.469us                1     986635.733us     950105.469us
contiguous                          22.592us          0.488us                1         22.592us          0.488us
empty                               31.296us          0.488us                1         31.296us          0.488us
cudnn_convolution               986472.567us     950102.051us                1     986472.567us     950102.051us
threshold_                         226.302us        480.469us                1        226.302us        480.469us
conv2d                             819.225us      14265.625us                1        819.225us      14265.625us
convolution                        765.401us      14264.648us                1        765.401us      14264.648us
_convolution                       723.450us      14262.695us                1        723.450us      14262.695us
contiguous                          22.432us          0.977us                1         22.432us          0.977us
empty                               35.487us          0.977us                1         35.487us          0.977us
cudnn_convolution                  549.179us      14258.789us                1        549.179us      14258.789us
threshold_                         166.142us        449.219us                1        166.142us        449.219us
max_pool2d_with_indices            208.958us        554.688us                1        208.958us        554.688us
view                               255.005us          0.977us                1        255.005us          0.977us
unsigned short                      67.584us          0.977us                1         67.584us          0.977us
addmm                           393527.684us     383916.992us                1     393527.684us     383916.992us
threshold_                         123.743us         20.508us                1        123.743us         20.508us
dropout                          18359.516us       1464.844us                1      18359.516us       1464.844us
_fused_dropout                   18248.797us       1462.891us                1      18248.797us       1462.891us
unsigned short                      62.495us          0.977us                1         62.495us          0.977us
addmm                              490.428us       3311.523us                1        490.428us       3311.523us
threshold_                          82.783us         20.508us                1         82.783us         20.508us
dropout                            133.790us         35.156us                1        133.790us         35.156us
_fused_dropout                      97.760us         35.156us                1         97.760us         35.156us
unsigned short                      32.927us          0.977us                1         32.927us          0.977us
addmm                              115.679us        717.773us                1        115.679us        717.773us
