('batch_size', 64)
('input_channels', 24)
('image_size', 256)
('output_channels', 16)
('kernel_size', 7)
---------------------  ---------------  ---------------  ---------------  ---------------  ---------------
Name                          CPU time        CUDA time            Calls        CPU total       CUDA total
---------------------  ---------------  ---------------  ---------------  ---------------  ---------------
conv2d                       611.804us      46339.774us                1        611.804us      46339.774us
_th_get_device                16.287us         12.448us                1         16.287us         12.448us
convolution                  559.266us      46292.543us                1        559.266us      46292.543us
_th_get_device                 5.759us          5.888us                1          5.759us          5.888us
_convolution                 524.211us      46261.633us                1        524.211us      46261.633us
_th_get_device                 5.912us          5.632us                1          5.912us          5.632us
tensor                        30.576us         28.768us                1         30.576us         28.768us
cudnn_convolution            420.700us      46167.423us                1        420.700us      46167.423us
sum                        46398.639us        703.041us                1      46398.639us        703.041us
_th_get_device                 6.052us          1.568us                1          6.052us          1.568us
_sum                       46363.190us        694.366us                1      46363.190us        694.366us
