('batch_size', 64)
('input_channels', 24)
('image_size', 256)
('output_channels', 16)
('kernel_size', 7)
-----------------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
Name                                        CPU time        CUDA time            Calls        CPU total       CUDA total
-----------------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
_th_get_device                              13.494us         13.056us                1         13.494us         13.056us
torch::autograd::GraphRoot                  31.552us          8.032us                1         31.552us          8.032us
_th_get_device                               9.923us          8.384us                1          9.923us          8.384us
SumBackward0                                80.828us         79.040us                1         80.828us         79.040us
expand                                      58.347us         56.928us                1         58.347us         56.928us
_th_get_device                               4.531us          4.480us                1          4.531us          4.480us
CudnnConvolutionBackward                   357.311us      63855.358us                1        357.311us      63855.358us
cudnn_convolution_backward                 335.477us      63839.807us                1        335.477us      63839.807us
_th_get_device                               4.995us          1.602us                1          4.995us          1.602us
_th_get_device                               4.574us          1.633us                1          4.574us          1.633us
torch::autograd::AccumulateGrad             32.615us          5.157us                1         32.615us          5.157us
torch::autograd::AccumulateGrad             16.293us          3.777us                1         16.293us          3.777us
