---------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
Name                                CPU time        CUDA time            Calls        CPU total       CUDA total
---------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
conv2d                             451.324us      58552.160us                1        451.324us      58552.160us
convolution                        407.804us      58528.959us                1        407.804us      58528.959us
_convolution                       377.500us      58511.648us                1        377.500us      58511.648us
contiguous                          17.376us         16.960us                1         17.376us         16.960us
empty                               23.296us         23.840us                1         23.296us         23.840us
cudnn_convolution                  258.845us      58412.802us                1        258.845us      58412.802us
threshold_                         103.231us      28765.636us                1        103.231us      28765.636us
max_pool2d_with_indices            112.927us      33856.293us                1        112.927us      33856.293us
conv2d                             391.740us      92832.962us                1        391.740us      92832.962us
convolution                        359.805us      92831.680us                1        359.805us      92831.680us
_convolution                       330.237us      92830.521us                1        330.237us      92830.521us
contiguous                          14.368us          0.511us                1         14.368us          0.511us
empty                               18.464us          0.641us                1         18.464us          0.641us
cudnn_convolution                  227.038us      92826.561us                1        227.038us      92826.561us
threshold_                          62.624us      14320.923us                1         62.624us      14320.923us
max_pool2d_with_indices             72.832us      17077.805us                1         72.832us      17077.805us
conv2d                             333.181us      61207.672us                1        333.181us      61207.672us
convolution                        304.541us      61206.421us                1        304.541us      61206.421us
_convolution                       276.317us      61205.276us                1        276.317us      61205.276us
contiguous                          13.759us          0.641us                1         13.759us          0.641us
empty                               18.912us          0.519us                1         18.912us          0.519us
cudnn_convolution                  177.566us      61201.126us                1        177.566us      61201.126us
threshold_                          56.832us       7174.042us                1         56.832us       7174.042us
conv2d                             380.637us      98712.524us                1        380.637us      98712.524us
convolution                        353.725us      98711.365us                1        353.725us      98711.365us
_convolution                       327.357us      98710.205us                1        327.357us      98710.205us
contiguous                          13.408us          0.641us                1         13.408us          0.641us
empty                               69.087us          0.641us                1         69.087us          0.641us
cudnn_convolution                  174.302us      98706.024us                1        174.302us      98706.024us
threshold_                          56.448us       7227.203us                1         56.448us       7227.203us
max_pool2d_with_indices             86.975us       8599.518us                1         86.975us       8599.518us
conv2d                             313.117us      51715.820us                1        313.117us      51715.820us
convolution                        285.757us      51714.600us                1        285.757us      51714.600us
_convolution                       259.741us      51713.440us                1        259.741us      51713.440us
contiguous                          13.216us          0.641us                1         13.216us          0.641us
empty                               17.504us          0.488us                1         17.504us          0.488us
cudnn_convolution                  166.782us      51709.290us                1        166.782us      51709.290us
threshold_                          54.240us       3599.976us                1         54.240us       3599.976us
conv2d                             318.013us      83438.080us                1        318.013us      83438.080us
convolution                        291.037us      83437.134us                1        291.037us      83437.134us
_convolution                       265.342us      83435.822us                1        265.342us      83435.822us
contiguous                          13.056us          0.610us                1         13.056us          0.610us
empty                               15.935us          0.641us                1         15.935us          0.641us
cudnn_convolution                  172.127us      83431.702us                1        172.127us      83431.702us
threshold_                          52.063us       3638.977us                1         52.063us       3638.977us
max_pool2d_with_indices             68.543us       4498.535us                1         68.543us       4498.535us
conv2d                             328.861us      25836.060us                1        328.861us      25836.060us
convolution                        300.253us      25834.717us                1        300.253us      25834.717us
_convolution                       273.950us      25833.496us                1        273.950us      25833.496us
contiguous                          13.824us          0.671us                1         13.824us          0.671us
empty                               17.056us          0.549us                1         17.056us          0.549us
cudnn_convolution                  180.126us      25829.468us                1        180.126us      25829.468us
threshold_                          52.864us        891.724us                1         52.864us        891.724us
conv2d                             318.173us      25929.260us                1        318.173us      25929.260us
convolution                        291.325us      25928.040us                1        291.325us      25928.040us
_convolution                       264.861us      25926.758us                1        264.861us      25926.758us
contiguous                          13.696us          0.610us                1         13.696us          0.610us
empty                               16.864us          0.610us                1         16.864us          0.610us
cudnn_convolution                  172.063us      25922.852us                1        172.063us      25922.852us
threshold_                          54.975us        877.136us                1         54.975us        877.136us
max_pool2d_with_indices             66.431us       1112.305us                1         66.431us       1112.305us
view                                43.135us          0.671us                1         43.135us          0.671us
unsigned short                      33.664us          0.488us                1         33.664us          0.488us
addmm                              142.206us      16779.419us                1        142.206us      16779.419us
threshold_                          60.959us         36.438us                1         60.959us         36.438us
dropout                            127.934us         61.279us                1        127.934us         61.279us
_fused_dropout                      92.096us         59.814us                1         92.096us         59.814us
unsigned short                      28.672us          0.549us                1         28.672us          0.549us
addmm                              118.879us       2730.408us                1        118.879us       2730.408us
threshold_                          58.495us         37.292us                1         58.495us         37.292us
dropout                            100.383us         60.791us                1        100.383us         60.791us
_fused_dropout                      68.575us         59.387us                1         68.575us         59.387us
unsigned short                      26.720us          0.488us                1         26.720us          0.488us
addmm                              151.582us        747.681us                1        151.582us        747.681us
