---------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
Name                                CPU time        CUDA time            Calls        CPU total       CUDA total
---------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
conv2d                             612.445us          0.000us                1        612.445us          0.000us
convolution                        602.269us          0.000us                1        602.269us          0.000us
_convolution                       598.173us          0.000us                1        598.173us          0.000us
contiguous                           5.728us          0.000us                1          5.728us          0.000us
empty                               11.168us          0.000us                1         11.168us          0.000us
cudnn_convolution                  550.685us          0.000us                1        550.685us          0.000us
threshold_                         159.487us          0.000us                1        159.487us          0.000us
max_pool2d_with_indices            167.295us          0.000us                1        167.295us          0.000us
conv2d                             344.062us          0.000us                1        344.062us          0.000us
convolution                        338.079us          0.000us                1        338.079us          0.000us
_convolution                       333.311us          0.000us                1        333.311us          0.000us
contiguous                           2.432us          0.000us                1          2.432us          0.000us
empty                               10.688us          0.000us                1         10.688us          0.000us
cudnn_convolution                  295.359us          0.000us                1        295.359us          0.000us
threshold_                          99.359us          0.000us                1         99.359us          0.000us
max_pool2d_with_indices            130.335us          0.000us                1        130.335us          0.000us
conv2d                             373.150us          0.000us                1        373.150us          0.000us
convolution                        365.150us          0.000us                1        365.150us          0.000us
_convolution                       361.406us          0.000us                1        361.406us          0.000us
contiguous                           4.352us          0.000us                1          4.352us          0.000us
empty                               10.880us          0.000us                1         10.880us          0.000us
cudnn_convolution                  317.310us          0.000us                1        317.310us          0.000us
threshold_                         107.840us          0.000us                1        107.840us          0.000us
conv2d                             347.135us          0.000us                1        347.135us          0.000us
convolution                        339.583us          0.000us                1        339.583us          0.000us
_convolution                       335.935us          0.000us                1        335.935us          0.000us
contiguous                           2.240us          0.000us                1          2.240us          0.000us
empty                               10.752us          0.000us                1         10.752us          0.000us
cudnn_convolution                  298.303us          0.000us                1        298.303us          0.000us
threshold_                         119.391us          0.000us                1        119.391us          0.000us
max_pool2d_with_indices            137.663us          0.000us                1        137.663us          0.000us
conv2d                             273.246us          0.000us                1        273.246us          0.000us
convolution                        267.358us          0.000us                1        267.358us          0.000us
_convolution                       264.062us          0.000us                1        264.062us          0.000us
contiguous                           4.096us          0.000us                1          4.096us          0.000us
empty                               10.560us          0.000us                1         10.560us          0.000us
cudnn_convolution                  225.534us          0.000us                1        225.534us          0.000us
threshold_                          53.120us          0.000us                1         53.120us          0.000us
conv2d                             194.783us          0.000us                1        194.783us          0.000us
convolution                        191.327us          0.000us                1        191.327us          0.000us
_convolution                       188.799us          0.000us                1        188.799us          0.000us
contiguous                           2.272us          0.000us                1          2.272us          0.000us
empty                                5.856us          0.000us                1          5.856us          0.000us
cudnn_convolution                  165.728us          0.000us                1        165.728us          0.000us
threshold_                          45.184us          0.000us                1         45.184us          0.000us
max_pool2d_with_indices             79.839us          0.000us                1         79.839us          0.000us
conv2d                             211.007us          0.000us                1        211.007us          0.000us
convolution                        207.807us          0.000us                1        207.807us          0.000us
_convolution                       204.767us          0.000us                1        204.767us          0.000us
contiguous                           1.760us          0.000us                1          1.760us          0.000us
empty                                5.312us          0.000us                1          5.312us          0.000us
cudnn_convolution                  183.487us          0.000us                1        183.487us          0.000us
threshold_                          56.000us          0.000us                1         56.000us          0.000us
conv2d                             294.367us          0.000us                1        294.367us          0.000us
convolution                        290.975us          0.000us                1        290.975us          0.000us
_convolution                       288.095us          0.000us                1        288.095us          0.000us
contiguous                           1.696us          0.000us                1          1.696us          0.000us
empty                                5.856us          0.000us                1          5.856us          0.000us
cudnn_convolution                  264.895us          0.000us                1        264.895us          0.000us
threshold_                          62.336us          0.000us                1         62.336us          0.000us
max_pool2d_with_indices             77.919us          0.000us                1         77.919us          0.000us
view                                38.656us          0.000us                1         38.656us          0.000us
unsigned short                      21.056us          0.000us                1         21.056us          0.000us
addmm                              170.687us          0.000us                1        170.687us          0.000us
threshold_                          80.351us          0.000us                1         80.351us          0.000us
dropout                            103.104us          0.000us                1        103.104us          0.000us
_fused_dropout                      94.368us          0.000us                1         94.368us          0.000us
unsigned short                      16.032us          0.000us                1         16.032us          0.000us
addmm                              100.960us          0.000us                1        100.960us          0.000us
threshold_                          49.568us          0.000us                1         49.568us          0.000us
dropout                             63.008us          0.000us                1         63.008us          0.000us
_fused_dropout                      58.240us          0.000us                1         58.240us          0.000us
unsigned short                      11.360us          0.000us                1         11.360us          0.000us
addmm                               82.080us          0.000us                1         82.080us          0.000us
