,node name,peak bytes,residual bytes,output bytes,total execution time,accelerator execution time,cpu execution time,# parameters,# float_ops,assigned devices,op types,op occurrence (run
7,ApplyGradientDescent,0.0,0.0,9164.8,14.59,0.0,14.59,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|ApplyGradientDescent,"    158|158
"
265,MobilenetV2/expanded_conv_6/expand/weights/read/_1110,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_6/expand/weights/read/_1110,"        1|1
"
266,MobilenetV2/expanded_conv_5/expand/weights/read/_1064,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_5/expand/weights/read/_1064,"        1|1
"
267,MobilenetV2/expanded_conv_4/project/weights/read/_1048,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_4/project/weights/read/_1048,"        1|1
"
268,MobilenetV2/expanded_conv_9/project/weights/read/_1278,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_9/project/weights/read/_1278,"        1|1
"
269,MobilenetV2/expanded_conv_3/project/weights/read/_1002,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_3/project/weights/read/_1002,"        1|1
"
270,MobilenetV2/expanded_conv_3/expand/weights/read/_972,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_3/expand/weights/read/_972,"        1|1
"
271,MobilenetV2/expanded_conv_11/expand/weights/read/_1336,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_11/expand/weights/read/_1336,"        1|1
"
272,MobilenetV2/expanded_conv_2/expand/weights/read/_922,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_2/expand/weights/read/_922,"        1|1
"
273,PermConstNCHWToNHWC-LayoutOptimizer,0.0,0.0,0.25,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:gpu:0, /job:localhost/replica:0/task:0/device:gpu:0|PermConstNCHWToNHWC-LayoutOptimizer,"        1|1
"
274,PermConstNHWCToNCHW-LayoutOptimizer,0.0,0.0,0.25,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:gpu:0, /job:localhost/replica:0/task:0/device:gpu:0|PermConstNHWCToNCHW-LayoutOptimizer,"        1|1
"
275,MobilenetV2/expanded_conv_16/project/weights/read/_1600,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_16/project/weights/read/_1600,"        1|1
"
276,MobilenetV2/expanded_conv_16/expand/weights/read/_1570,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_16/expand/weights/read/_1570,"        1|1
"
277,MobilenetV2/expanded_conv_15/project/weights/read/_1554,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_15/project/weights/read/_1554,"        1|1
"
278,MobilenetV2/expanded_conv_14/project/weights/read/_1508,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_14/project/weights/read/_1508,"        1|1
"
279,MobilenetV2/expanded_conv_14/expand/weights/read/_1474,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_14/expand/weights/read/_1474,"        1|1
"
280,MobilenetV2/expanded_conv_13/project/weights/read/_1462,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_13/project/weights/read/_1462,"        1|1
"
281,MobilenetV2/expanded_conv_13/expand/weights/read/_1432,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_13/expand/weights/read/_1432,"        1|1
"
282,MobilenetV2/expanded_conv_12/expand/weights/read/_1386,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_12/expand/weights/read/_1386,"        1|1
"
283,MobilenetV2/expanded_conv_11/project/weights/read/_1370,0.0,0.0,0.0,0.004,0.0,0.004,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|MobilenetV2/expanded_conv_11/project/weights/read/_1370,"        1|1
"
284,ConstantFolding/exponential_decay_learning_rate/truediv_recip,0.00390625,0.00390625,0.00390625,0.003,0.0,0.003,0,0.0, /job:localhost/replica:0/task:0/device:cpu:0, /job:localhost/replica:0/task:0/device:cpu:0|ConstantFolding/exponential_decay_learning_rate/truediv_recip,"        1|1
"
